noid,codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,zona_postal,codigo_postal,limite_norte,limite_sur,limite_este,limite_oeste,tipo,barrios_contenidos_en_el_codigo_postal,veredas_contenidas_en_el_codigo_postal
468,11,BOGOTA D.C.,11001,LOCALIDAD CHAPINERO,1102,110231,AC 72,AC 39,LIMITE URBANO,AK 14,Urbano,Bosque Calderón- Cataluña- Chapinero Central- Chapinero Norte- El Paraíso- Emaus- Granada- Hoya Teusaca- Ingemar- Ingemar Oriental- Ingemar Oriental I- Ingemar Oriental Rural- Juan XXIII- La Salle- Las Acacias- Marly- María Cristina- Pardo Rubio- Quinta C,Sin Informacion de Veredas
225,5,ANTIOQUIA,05400,LA UNION,550,55020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal- La Almeria-  La Concha-  Quebrada Negra-  Vallejuelito
1854,27,CHOCO,27660,SAN JOSE DEL PALMAR,2730,273077,MUNICIPIO NOVITA,MUNICIPIO EL CAIRO,MUNICIPIO EL AGUILA,Q/DA. BARRO BLANCO Y RÍO (PERMANENTE),Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
861,15,BOYACA,15798,TENZA,1532,153207,MPIO. LA CAPILLA Y PACHAVITA,MUNICIPIO SUTATENZA,MUNICIPIO GARAGOA,M. LA CAPILLA- TIBIRITA Y GUATEQUE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1365,20,CESAR,20228,CURUMANI,2030,203067,MUNICIPIO CHIRIGUANÁ,MPIO. CHIMICHAGUA Y EL CARMEN,PAÍS VENEZUELA,MUNICIPIO CHIMICHAGUA,Rural,Sin Informacion de Barrios,Bella Vista- Cabecera Municipal-  Caño Grande-  Caño Largo-  Champan-  Dos de Mayo-  El Bolsillo-  El Cocli-  El Espejo-  El Mamey-  El Palmar-  El Triunfo-  Galaxia-  La Carolina-  La Conga-  La Conquista 2-  La Conquista No 1-  La Libertad-  La Mocha-
1725,25,CUNDINAMARCA,25815,TOCAIMA,2528,252848,MUNICIPIO JERUSALÉN,M. AGUA DE DIOS Y NILO,MPIO. APULO Y VIOTÁ,VIA JERUSA.-TOCAIM.-AGUA DE D.,Rural,Sin Informacion de Barrios,ARMENIA
786,15,BOYACA,15464,MONGUA,1520,152001,CL 8,LIMITE URBANO,LIMITE URBANO,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2091,44,LA GUAJIRA,44090,DIBULLA,4460,446009,MAR CARIBE,M.  VALLEDUPAR Y ARACATACA,RÍO ANCHO,MUNICIPIO SANTA MARTA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2681,63,QUINDIO,63272,FILANDIA,6340,634001,LIMITE URBANO,KR 1,CL 11B,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1264,19,CAUCA,19397,LA VEGA,1940,194028,MUNICIPIO LA SIERRA,RELIEVE MONTAÑOSO,MUNICIPIO SOTARÁ,VÍA LA VEGA-LA SIERRA Y RÍO PUTIS,Rural,Sin Informacion de Barrios,El Cucharro- El Oso-  El Placerderrumbe-  Garay-  La Pintada-  Loma Grande-  Los Planes
1935,41,HUILA,41676,SANTA MARIA,4120,412020,KR 9,KR 1,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
176,5,ANTIOQUIA,05667,SAN RAFAEL,538,53838,MUNICIPIO SAN ROQUE,MUNICIPIO SAN CARLOS,MUNICIPIO SAN ROQUE,MUNICIPIO ALEJANDRIA,Rural,Sin Informacion de Barrios,Agua Bonita- El Chico-  El Diamante-  El Golgota-  La Florida-  La Iraca-  Las Divisas-  Las Flores-  Santa Cruz
2733,68,SANTANDER,68001,BUCARAMANGA,6800,680001,CL  37N,CL  11,LIMITE URBANO,AV RIO DE ORO,Urbano,Altos del Kennedy- Bosque Norte- Café Madrid- Chapinero- Cinal III Etapa- Colseguros Norte- Comuneros- El Cinar- El Plan- José María Córdoba- Kennedy- La Esperanza I- La Esperanza II- La Esperanza III- La Independencia- La Juventud- Las Hamacas- Las Olas-,Los Santos
752,15,BOYACA,15673,SAN MATEO,1512,151201,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2428,52,NARIÑO,52435,MALLAMA,5250,525068,M. RICAURTE Y SANTA CRUZ,RÍO MIRAFLORES Y (PERMANENTE),RÍO (PERMANENTE),MUNICIPIO RICAURTE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
271,5,ANTIOQUIA,05030,AMAGA,558,55840,LIMITE URBANO,LIMITE URBANO,KR 54B,KR 54 E,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3488,85,CASANARE,85440,VILLANUEVA,8550,855039,VÍACARIBA.-LOS GEMELOS Y RÍO (PERMA.),MUNICIPIO PUERTO LÓPEZ,MUNICIPIO TAURAMENA,MUNICIPIO CABUYARO,Rural,Sin Informacion de Barrios,Buenos Aires Alto- Buenos Aires Bajo-  El Viso-  Mararabe-  Puerto Mirian-  Vegas del Upia
3461,85,CASANARE,85263,PORE,8520,852058,MUNICIPIO PAZ DE ARIPORO,M. NUNCHÍA- SAN LUIS DE P. Y TRINIDAD,MPIO. TRINIDAD Y PAZ DE ARIPORO,VÍA YOPAL-PAZ DE ARIPORO,Rural,Alcaravan,Agualinda- Altamira-  Bocas de Pore-  Cabecera Municipal-  Cafifies-  Curimina-  Guachiria-  Guamal-  Guanabanas-  La Curama-  La Jasse-  La Macoya-  La Mapora-  La Mesa-  La Plata-  La Sequi-  Matapalo-  Miralindo-  Regalito-  San Pedro de Guachira-  Tas
2002,41,HUILA,41551,PITALITO,4170,417038,VÍA PITALITO-TIMANA,MUNICIPIO ACEVEDO,MPIO. TIMANA Y ACEVEDO,VÍA PITALITO-ACEVEDO Y LIM. URB.,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3635,97,VAUPES,97889,YAVARATE,9710,971007,MPIO. MITÚ Y PAÍS BRASIL,PAÍS BRASIL,QUEBRADA MACÚ,MUNICIPIO MITÚ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2225,50,META,50577,PUERTO LLERAS,5030,503007,MUNICIPIO SAN MARTÍN,MUNICIPIO PUERTO RICO,MUNICIPIO MAPIRIPÁN,RÍO ARIARI,Rural,Sin Informacion de Barrios,Agua Linda- Alto Casibare-  Argentina-  Brisas del Manacacias-  Canada-  Candilejas-  Casibare-  Chinata-  El Cairo-  El Santuario-  Esmeralda-  Esperanza-  Fundo Nuevo-  Gabanes-  Jose Maria-  Laureles-  Llano Grande-  Morichito-  Palmeras-  Puerto llera
1833,27,CHOCO,27050,ATRATO,2720,272017,MUNICIPIO QUIBDÓ,RÍO ATRATO Y MPIO. LLORO,MUNICIPIO LLORO,RÍO ATRATO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
725,15,BOYACA,15092,BETEITIVA,1506,150617,M. BELEN Y P. DEL RÍO,M.CORRALES Y BUSBANZA,MUNICIPIO TASCO,MUNICIPIO FLORESTA,Rural,Sin Informacion de Barrios,Carichana- Centro-  hormezaque-  Pedregal-  San Isidro
3644,97,VAUPES,97161,CARURU,9730,973008,MPIO. MIRAFLORES Y RÍO VAUPÉS,MUNICIPIO PACOA,MUNICIPIO MITÚ,MPIO. MIRAFLORES Y PACOA,Rural,Sin Informacion de Barrios,Puerto Santander
1888,27,CHOCO,27025,ALTO BAUDO,2760,276078,RÍO CUGUCHO Y BAUDÓ,MPIO. BAJO Y MEDIO BAUDO,MPIO. RÍO QUITO Y EL CANTÓN DE S. PABLO,MUNICIPIO NUQUI,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3493,85,CASANARE,85010,AGUAZUL,8560,856017,MUNICIPIO PAJARITO,RÍO SECO Y CHIQUITO,VÍA TAURAMENA-YOPAL Y M. YOPAL,MPIO. RECETOR Y TAURAMENA,Rural,Sin Informacion de Barrios,Alto Cunama- Altos De Cupiagua-  Cachiza-  Cagui Milagro-  Cunamá-  Cupiagua-  El Paraiso-  El Triunfo-  Guamal-  Jordán-  La Florida-  La Vegana-  Laureles-  Manoguia-  Monterralo-  Peñalta-  Plan Cunama-  Retiro Milagro-  San Ignacia-  Unete-  Volcan Bl
103,5,ANTIOQUIA,05819,TOLEDO,520,52050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3183,73,TOLIMA,73671,SALDAÑA,7335,733578,MPIO. ORTEGA Y SAN LUIS,M. COYAIMA Y PURIFICACIÓN,VÍA SALDAÑA-PURIFICACIÓN,MPIO . COYAIMA Y ORTEGA,Rural,Sin Informacion de Barrios,Coya- El Recinto-  Villa Colombia
338,5,ANTIOQUIA,05306,GIRALDO,570,57040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
993,17,CALDAS,17001,MANIZALES,1700,170003,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,KR 23A Y CL 63,Urbano,Alta Suiza- Baja Suiza- Caserío La Enea- Cerros de La Alhambra- Colseguros- El Trébol- Juanchito- La Enea- La Sultana- La Toscana- Lusitania- Maltería- Milán- Residencias Manizales- San Marcel,Buenavista
2814,68,SANTANDER,68160,CEPITA,6820,682061,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
221,5,ANTIOQUIA,05483,NARIÑO,548,54848,RPIO SAN PEDRO,MUNICIPIO SALAMINA,MPIO. PENSILVANIA,MUNICIPIO SONSÓN,Rural,Sin Informacion de Barrios,Aguacatal- Alejandria-  Cabilditos-  Casco Urbano-  Damas-  El Bosque-  El Carmelo-  El Condor-  El Guamito (Cabecera Municipal)-  El Limon-  El Piñal-  El Sandal-  El Verdal-  El Zafiro-  Guadualito-  Guayaquil-  La Argentina-  La Española-  La Hermosa-
1960,41,HUILA,41298,GARZON,4140,414027,MUNICIPIO GIGANTE,MUNICIPIO FLORENCIA,MPIO. EL PAUJIL Y LA MONTAÑITA,VÍA ZULUAGA-GARZÓN,Rural,Las Colinas,Alejandría- Alto Fátima-  El Mesón-  Fátima-  La Esmeralda-  La Florida-  Las Palmitas-  Los Pinos-  Los Sauces-  Nueva Floresta-  Providencia-  San Miguel-  Sector Filo Rico
3339,76,VALLE DEL CAUCA,76845,ULLOA,7620,762037,MUNICIPIO PEREIRA,MUNICIPIO ALCALÁ,MUNICIPIO FILANDIA,MUNICIPIO CARTAGO,Rural,Sin Informacion de Barrios,Cabecera Municipal- El Bosque-  El Placer-  La India-  La Montaña-  La Palmera-  La Plata
2607,54,NORTE DE SANTANDER,54109,BUCARASICA,5455,545557,QDA. AGUABLANCA Y M. SARDINATA,MPIO. VILLA CARO Y LOURDES,MUNICIPIO SARDINATA,Q/DA. AGUABLANCA Y M. VILLA CARO,Rural,Sin Informacion de Barrios,El Alto- Nuevo Mundo-  Provincia-  San Juana-  San Pablo-  Santa Rita-  Santa Rita
761,15,BOYACA,15244,EL COCUY,1512,151287,M. PANQUEBA Y GÛICAN,M. CHITA Y LA SALINA,MUNICIPIO TAME,M. SAN MATEO Y LA UVITA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
937,15,BOYACA,15816,TOGÜI,1544,154407,M. SAN JOSE DE PARE Y CHITARAQUE,M. MONIQUIRA Y GAMBITA,M. CHITARAQUE Y GAMBITA,MUNICIPIO MONIQUIRA,Rural,Sin Informacion de Barrios,Centro- El Tablon-  Gachazunga-  Hatillo-  Manga
2630,54,NORTE DE SANTANDER,54670,SAN CALIXTO,5470,547010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
430,8,ATLANTICO,08433,MALAMBO,830,83027,MUNICIPIO SOLEDAD,M. SABANAGRANDE,M. SITIONUEVO,NO SE ENCONTRO NINGUN LIMITE PARA ESTE COSTADO,Rural,Malambito,Sin Informacion de Veredas
1772,25,CUNDINAMARCA,25148,CAPARRAPI,2534,253460,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1378,20,CESAR,20295,GAMARRA,2050,205008,VÍA AGUACHICA-GAMARRA,MUNICIPIO AGUACHICA,MUNICIPIO AGUACHICA,MUNICIPIO MORALES,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2939,68,SANTANDER,68720,SANTA HELENA DEL OPON,6855,685501,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1483,23,CORDOBA,23555,PLANETA RICA,2330,233049,RÍO (PERMANENTE),MUNICIPIO MONTELIBANO,MUNICIPIO BUENAVISTA,M. MONTELI. Y VÍA S. FCO. DE R.-MARAÑO.,Rural,Sin Informacion de Barrios,Bodega- Calle Larga-  Cruces Nuevas-  Las Barras-  Las Margaritas-  Pica Pica Nuevo
2805,68,SANTANDER,68468,MOLAGAVITA,6820,682031,CL 1,CL 8,KR 1,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2875,68,SANTANDER,68533,PARAMO,6835,683528,QUEBRADA GUAYANA,MUNICIPIO CHARALA,M. OCAMONTE Y VALLE DE SAN JOSE,MPIO. CONFINES Y SOCORRO,Rural,Sin Informacion de Barrios,Pedregal Arriba
1724,25,CUNDINAMARCA,25815,TOCAIMA,2528,252847,MUNICIPIO JERUSALÉN,MUNICIPIO AGUA DE DIOS,VIA JERUSA.-TOCAIM.-AGUA DE D.,MPIO. GIRARDOT Y NARIÑO,Rural,Sin Informacion de Barrios,CAPOTES- CERRO DE LA MATA-  GALLINAZO-  LA PARADA-  LA TETE-  MALBERTO-  SANTA ROSA-  SANTUARIO-  SOLETO-  VILLA
2151,47,MAGDALENA,47161,CERRO SAN ANTONIO,4760,476020,CL 0,CL 10,KR 12,KR 0,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2530,54,NORTE DE SANTANDER,54001,CUCUTA,5400,540003,AK LOS LIBERTAD,DG SANTANDER E,AK LOS LIBETAD,AK  7,Urbano,Ceiba 2- Ciudad Jardín- Colsag- Condado de Castilla- El Bosque- Govica- Gratamira- Guaimaral- La Capillana- La Castellana- La Ceiba- La Merced- La Riviera- Las Almeidas- Lleras Restrepo- Los Acacios- Los Pinos- Manolo Lemus- Paraíso- Parque de Las Brisas-,Sin Informacion de Veredas
1835,27,CHOCO,27160,CERTEGUI,2720,272020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Cértegui
1046,17,CALDAS,17873,VILLAMARIA,1760,176001,LIMITE URBANO,LIMITE URBANO,KR 0,LIMITE URBANO,Urbano,Sin Informacion de Barrios,La Floresta
1573,25,CUNDINAMARCA,25407,LENGUAZAQUE,2506,250601,CL 8,CL 3 S,KR 2 S,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2908,68,SANTANDER,68296,GALAN,6840,684051,CL 10,CL 2,KR 2,KR 11,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1632,25,CUNDINAMARCA,25839,UBALA,2512,251267,MUNICIPIO GUAYATÁ,MPIO. GAMA Y GACHALÁ,MUNICIPIO CHIVOR,MPIO. GAMA Y GACHETÁ,Rural,Sin Informacion de Barrios,BETANIA- CASCADAS-  CASCAJAL-  DIAMANTE-  EL CARTUCHO-  Hatogrande-  LA MESA-  LAGUNA AZUL-  LAS MERCEDES-  MARGARITA-  PEÑAS BLANCAS-  REPRESA DEL GUAVIO-  RIONEGRO-  ROBLEDAL-  SAN ANTONIO DE UBALA-  SAN FERNADO-  SAN JOSE-  SAN LUIS-  SAN PABLO-  SAN P
3119,73,TOLIMA,73861,VENADILLO,7305,730588,MPIO. LÉRIDA Y AMBALEMA,MPIO. ALVARADO Y PIEDRAS,MUNICIPIO BELTRÁN,VÍA LÉRIDA-ALVARADO,Rural,Sin Informacion de Barrios,Calda Viejo- El Barro-  La Argelia-  Limones-  Palmar Alto
3473,85,CASANARE,85230,OROCUE,8530,853059,MUNICIPIO YOPAL,MUNICIPIO PUERTO GAITÁN,RÍO CRAVO SUR,MUNICIPIO MANÍ,Rural,Sin Informacion de Barrios,Corea- El Mango-  Fronteras-  Gaviotas Agua Verde-  Guayanas-  Matanegra-  Paso Real de Guarimena-  Santa Helena
666,13,BOLIVAR,13458,MONTECRISTO,1340,134077,M. ACHÍ Y TIQUISIO,MUNICIPIO SEGOVIA,M.STA R. DEL SUR-MOR.-ARE.-RÍO V.,M. EL BAGRE- NECHÍ Y SAN J. DEL CAU.,Rural,Sin Informacion de Barrios,Ariguaní Grande- Ariguanicito-  Arizá-  Bocachico-  El Avión-  Horneras-  La Ahuyama-  La Dorada-  La Guinea-  La Marmota-  La Revesa-  La Revesa-  La Yuca-  Las Campanas-  Las Chanas-  Mala Noche-  Mantequera-  Plan Bonito-  Platanal-  Pueblo Lindo-  Pue
3346,76,VALLE DEL CAUCA,76895,ZARZAL,7625,762520,CL 20,LIMITE URBANO,KR 0,KR 21,Urbano,Bolívar- Ciudad Jardín- El Placer- El Quindío- Gonzalo Echeverry- Guamal- La Esperanza- La Inmaculada- La Valvanera- Las Mercedes- Libraida- Pama- Quinto Centenario- San Rafael- Sector Central- Urbanización Ana María- Urbanización Los Almendros- Urbanizac,Sin Informacion de Veredas
498,11,BOGOTA D.C.,11001,LOCALIDAD FONTIBON,1109,110931,AC  26,RIO FUCHA,AK  68,AK  86,Urbano,Bosque de Modelia- Capellanía- Ciudad Hayuelos- El Vergel- Franco- Granjas de Techo- Interindustrial- La Esperanza Norte- La Esperanza Sur- Modelia- Modelia Occidental- Montevideo- Salitre Occidental- Santa Cecilia- Terminal de Transportes,Sin Informacion de Veredas
1989,41,HUILA,41319,GUADALUPE,4160,416048,RÍO (PERMANENTE) Y M.  ALTAMIRA,MPIO. SUAZA Y FLORENCIA,MUNICIPIO FLORENCIA,MPIO. ALTAMIRA Y SUAZA,Rural,Sin Informacion de Barrios,ALTO RESINAS- AUSTRALIA-  BARQUETAS-  BELLAVISTA-  BETANIA-  BUENOS AIRES-  CACHIMBAL-  CHORRILLOS-  COROZAL-  EL CARMEN-  EL DIVISO-  EL PARAISO-  EL PUENTE-  EL RECREO-  EL SALADO-  EL SINAI-  EL TIGRE-  EL VEGON-  FILO DE SALAZAR-  HATO VIEJO-  HORIZON
2177,47,MAGDALENA,47189,CIENAGA,4780,478007,MUNICIPIO SANTA MARTA,RÍO FRIO,MUNICIPIO SANTA MARTA,MAR CARIBE Y M. Y M. PUEBLOVIEJO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2072,44,LA GUAJIRA,44098,DISTRACCION,4440,444008,RÍO RANCHERÍA,M. FONSECA Y SAN J. DEL CESAR,MUNICIPIO FONSECA,MPIO. SAN J. DEL CESAR,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1450,23,CORDOBA,23670,SAN ANDRES SOTAVENTO,2320,232039,VÍA SAN A. SOTAVENTO-CHINU,MPIO. CGA. DE ORO Y CHINU,MUNICIPIO CHINU,VÍA SAN A. SOTAVENTO-CGA. DE ORO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1379,20,CESAR,20011,AGUACHICA,2050,205010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,7 de Agosto- Alto Prado- Barahoja- Brisas de Buturama- Cañaveral- Centro- Ciudadela de La Paz- Cordillera- Divino Amor- Divino Niño- El Bosque- El Carretero- El Higuerón- El Progreso- Floridablanca- Idema- Jerusalem- Joaquín Fidel Royero- John F Kennedy-,Sin Informacion de Veredas
659,13,BOLIVAR,13810,TIQUISIO,1340,134040,CL 3,LIMITE URBANO,KR 16,KR 1,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
902,15,BOYACA,15646,SAMACA,1536,153667,MUNICIPIO CUCAITA,MUNICIPIO VENTAQUEMADA,MUNICIPIO TUNJA,VÍA CAITA - SAMACA - VENTAQUEMADA,Rural,Sin Informacion de Barrios,San Jose del Gacal
2680,63,QUINDIO,63401,LA TEBAIDA,6330,633027,MPIO. MONTENEGRO Y ARMENIA,MPIO. SEVILLA- CAICEDONIA Y CALARCÁ,MUNICIPIO ARMENIA,MPIO. ZARZAL Y LA VICTORIA,Rural,Sin Informacion de Barrios,El Eden- La Argentina-  La Popa-  Padilla
1623,25,CUNDINAMARCA,25372,JUNIN,2512,251227,M. GUATAVITA Y GACHETÁ,MUNICIPIO FÓMEQUE,MPIO. GAMA Y GACHALA,MPIO. GUASCA Y FÓMEQUE,Rural,Sin Informacion de Barrios,ALEMANIA- ARENAL-  EL CARMEN SUEVA-  LA ALDEA
873,15,BOYACA,15172,CHINAVITA,1532,153287,NORTE TIBANA,MUNICIPIO GARAGOA,M. RAMIRIQUI Y ZETAQUIRA,M. UMBITA Y PACHAVITA,Rural,Sin Informacion de Barrios,Chiguata- Guayabal-  Quichatoque-  Uvero-  Uvero
3116,73,TOLIMA,73686,SANTA ISABEL,7305,730568,MPIO. MURILLO Y LÍBANO,MUNICIPIO ANZOÁTEGUI,MUNICIPIO VENADILLO,RÍO (PERMANENTE),Rural,Sin Informacion de Barrios,Arenales- El Billar-  El Bosque-  El Diamante-  El Jardín-  El Retiro-  La Florida-  Las Lagunas-  Pie Morro
475,11,BOGOTA D.C.,11001,LOCALIDAD USME,1105,110511,TV  5C,AU LLANO,AK  51,CL  71A S,Urbano,Granada Sur- La Aurora- Marichuela- Nuevo San Andrés- San Juan Bautista- Santa Librada- Tunjuelito,Sin Informacion de Veredas
335,5,ANTIOQUIA,05113,BURITICA,570,57030,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2262,50,META,50270,EL DORADO,5060,506027,MUNICIPIO CUBARRAL,MUNICIPIO EL CASTILLO,MUNICIPIO SAN MARTÍN,MUNICIPIO EL CASTILLO,Rural,Sin Informacion de Barrios,Aguas Zarcas- La Esmeralda-  San Jose-  Santa Rosa Alta-  Santa Rosa Baja
71,5,ANTIOQUIA,05761,SOPETRAN,514,51448,MUNICIPIO OLAYA,M. EBEJICO Y SAN JERRONIMO,VÍA SONSON OLAYA,M. SANTA FE DE ANTIOQUIA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1409,23,CORDOBA,23686,SAN PELAYO,2305,230520,CL 21,CL 1,LIMITE URBANO,LIMITE URBANO,Urbano,26 de Junio- Año Nuevo- Boca Grande- Cacagual- Cristo Rey- El Centro- El Paraíso- El Pepo- Incora- José Antonio Galán- La Encanada- La Fé- Las Flores- Las Vegas- Nuevo Milenio- San Antero- San Martín- Santo Domingo,Cabecera Municipal- Campanito-  Incora-  Pelayito
3129,73,TOLIMA,73870,VILLAHERMOSA,7315,731501,CL 1,CL 14,KR 0,A CASABLANCA,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2829,68,SANTANDER,68217,COROMORO,6825,682538,RÍO GUACHAVITA,MUNICIPIO TUTAZÁ,MUNICIPIO ONZAGA,RÍO TURE Y RÍO (PERMANENTE),Rural,Sin Informacion de Barrios,El Guadal- El Playón-  Zúñiga
2423,52,NARIÑO,52612,RICAURTE,5250,525038,RÍO ÑAMBÍ Y RAMOS,RÍO VEGAS Y SAN MARTÍN,MUNICIPIO MALLAMA,MUNICIPIO BARBACOAS,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1643,25,CUNDINAMARCA,25181,CHOACHI,2516,251628,MUNICIPIO LA CALERA,MUNICIPIO FOMEQUÉ,MUNICIPIO FOMEQUÉ,RÍO NEGRO,Rural,Sin Informacion de Barrios,CABANA
881,15,BOYACA,15879,VIRACACHA,1534,153450,CL 7,LIMITE URBANO,KR 1,KR 9,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
595,13,BOLIVAR,13140,CALAMAR,1315,131547,MUNICIPIO SAN CRISTOBAL,M. ARROYOHONDO Y VIA SATO-SUAN,M. SANTA LUCIA Y SUAN,M. ARROYOHONDO Y SOPLAVIENTO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1305,19,CAUCA,19075,BALBOA,1955,195539,VÍA LA PLANADA-PAN DE AZUCAR,MPIO. LEIVA Y PATÍA,RÍO CAPITANES,RÍO TURBIO,Rural,Sin Informacion de Barrios,Brisas del Río- Buena Vista-  Cabecera Municipal-  Cabuyo Alto-  Cabuyo Bajo-  Cachimbo-  Campo Bello Bajo-  Cresta de Gallo-  El Credo-  El Diviso-  El Mirador-  El Parnaso-  El Plan-  Guadualito-  La Bermeja-  La Cocha-  La Esperanza-  La Florida-  La P
3510,86,PUTUMAYO,86219,COLON,8610,861040,KR 1,KR 15,CL 1,CL 7A,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2743,68,SANTANDER,68780,SURATA,6805,680507,MUNICIPIO CÁCHIRA,MPIO. CALIFORNIA Y CHARTA,M. ARBOLEDAS Y CUCUTILLA,M. EL PLAYÓN Y MATANZA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2667,63,QUINDIO,63130,CALARCA,6320,632008,RÍO STO. DOMINGO Y M. SALENTO,MUNICIPIO CORDOBA,MPIO. SALENTO Y CAJAMARCA,RÍO SANTO DOMINGO,Rural,Sin Informacion de Barrios,Cristales-La Paloma- Guayaquil Alto-  La Leona-  La Soledad-  Las Auras-  Navarco-  Travesía
1842,27,CHOCO,27600,RIO QUITO,2720,272050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3564,91,AMAZONAS,91530,PUERTO ALEGRIA,9130,913057,MPIO. LEGUIZAMO Y SOLANO,MUNICIPIO EL ENCANTO,MUNICIPIO LA CHORRERA,PAÍS PERÚ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1194,19,CAUCA,19455,MIRANDA,1915,191528,RÍO LAS CAÑAS,MPIO. PADILLA Y CORINTO,MUNICIPIO FLORIDA,RÍO (PERMANEN.) Y M. PADILLA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1983,41,HUILA,41791,TARQUI,4160,416001,CL 7,CL 5 S,KR 2 E,KR 13,Urbano,Sin Informacion de Barrios,LLANO DEL HATO- SAN JOAQUIN
2933,68,SANTANDER,68773,SUCRE,6850,685041,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2935,68,SANTANDER,68773,SUCRE,6850,685048,Q/DA. LA COLORADA Y RÍO (PERMA.),MPIO. JESUS MARIA,MPIO. JESUS MARIA,MUNICIPIO LA BELLEZA,Rural,Sin Informacion de Barrios,Agua Fría- Angostura-  Arciniegas-  Cristales-  El Oscuro-  Laderas-  Santa Rosa Buenos Aires
3104,73,TOLIMA,73001,IBAGUE,7300,730018,MUNICIPIO SALENTO Y ANZOATEGUI,VIA IBAGUE - CAJAMARCA,QUEBRADA LA SIBERIA,MUNICIPIO CAJAMARCA,Rural,Sin Informacion de Barrios,Astilleros- Cataima-  Cataimita-  El Corazon-  El Ingenio-  El Secreto la Maria-  Juntas-  La Maria Comucima-  Los Naranjos-  Peñaranda Alta-  Puerto Piedra-  Ramos y Astilleros-  San Simon Alto-  San Simon Bajo-  Tapias-  Tres Esquinas-  Villa Restrepo
